user_id,place_id,rating,form_version,study_frequency,main_study_purpose,usual_group_size,noise_tolerance,crowd_tolerance,wifi_importance,outlet_importance,table_capacity_importance,distance_tolerance,preferred_study_time,study_on_sundays,usual_group_size_raw,avg_session_spending_raw,avg_session_spending_numeric,avg_session_spending_open_ended,distance_tolerance_raw,distance_tolerance_unlimited,study_on_sundays_numeric,place_name,area,place_type,maps_url,noise_level,crowd_level,table_capacity,wifi_quality,power_outlet_availability,average_price,distance_to_binus_km,open_time,close_time,open_on_sundays,open_minutes,close_minutes,is_24_hours,closes_next_day,opening_duration_hours,noise_gap,crowd_gap,wifi_gap,outlet_gap,table_capacity_gap,price_gap,distance_gap,sunday_match,preferred_time_match
u1,1,3.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,LKC Discussion Room,BINUS Alam Sutera,Campus Space,https://maps.app.goo.gl/CRkRgCxV6U5izVxt5,1,1,8,3,5,0,0.0,09:00,17:00,0,540,1020,0,0,8.0,-1,-1,-1,0,7,-50000.0,-3.0,0.5,1.0
u1,3,3.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,McDonald's Downtown Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/AgJAKPBdUYqTKXSR6,4,3,4,4,3,60000,1.3,00:00,23:59,1,0,1439,1,0,24.0,2,1,0,-2,3,10000.0,-1.7,0.5,1.0
u1,20,4.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/SU1XB2nxLQsGJuN6A,2,3,3,5,5,75000,0.3,07:00,22:00,1,420,1320,0,0,15.0,0,1,1,0,2,25000.0,-2.7,0.5,1.0
u1,35,1.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,Two Stories Resto & Lounge,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/FTQGbdiW11xiM9qK9,3,3,4,3,4,150000,2.2,10:00,23:59,1,600,1439,0,0,13.983333333333333,1,1,-1,-1,3,100000.0,-0.7999999999999998,0.5,1.0
u1,10,4.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,IKEA Restaurant Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/F5zXK9v3wiAnuPmaA,4,3,4,4,4,75000,1.6,10:00,21:30,1,600,1290,0,0,11.5,2,1,0,-1,3,25000.0,-1.4,0.5,1.0
u1,2,5.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,Monday Coffee Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/qMwRkAbsosHvLtnS7,2,2,4,5,4,40000,0.5,07:30,22:00,1,450,1320,0,0,14.5,0,0,1,-1,3,-10000.0,-2.5,0.5,1.0
u1,7,3.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,Kopi Kenangan - Alam Sutera (DT),Alam Sutera,Cafe,https://maps.app.goo.gl/GLsrt7KQieJPFLt48,4,4,4,5,5,30000,1.7,00:00,23:59,1,0,1439,1,0,24.0,2,2,1,0,3,-20000.0,-1.3,0.5,1.0
u1,12,2.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,Pasar 8 Area Alam Sutera,Alam Sutera,Outdoor,https://maps.app.goo.gl/iqbETYeB3jXbb1s86,5,5,4,1,1,65000,4.0,07:00,23:59,1,420,1439,0,0,16.983333333333334,3,3,-3,-4,3,15000.0,1.0,0.5,1.0
u1,17,4.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,LKC General Area,BINUS Alam Sutera,Campus Space,https://maps.app.goo.gl/CRkRgCxV6U5izVxt5,4,4,4,3,5,0,0.0,09:00,17:00,0,540,1020,0,0,8.0,2,2,-1,0,3,-50000.0,-3.0,0.5,1.0
u1,21,2.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,A-Ramen Pacific Garden,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/rHkxa5gbkwYmEafZA,2,2,2,1,1,50000,0.3,10:00,22:00,1,600,1320,0,0,12.0,0,0,-3,-4,1,0.0,-2.7,0.5,1.0
u1,36,5.0,a,4,Solo study,1,2,2,4,5,2,3.0,Afternoon,Sometimes,1,"50,000",50000.0,0,3,0,0.5,Jakarta Coffee House Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/fw5KDdZDCNCRgrcG8,2,2,4,4,4,75000,2.4,08:00,23:59,1,480,1439,0,0,15.983333333333333,0,0,0,-1,3,25000.0,-0.6000000000000001,0.5,1.0
u2,1,5.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,LKC Discussion Room,BINUS Alam Sutera,Campus Space,https://maps.app.goo.gl/CRkRgCxV6U5izVxt5,1,1,8,3,5,0,0.0,09:00,17:00,0,540,1020,0,0,8.0,0,0,-2,0,7,0.0,-1.0,0.0,1.0
u2,3,1.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,McDonald's Downtown Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/AgJAKPBdUYqTKXSR6,4,3,4,4,3,60000,1.3,00:00,23:59,1,0,1439,1,0,24.0,3,2,-1,-2,3,60000.0,0.30000000000000004,1.0,1.0
u2,20,2.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/SU1XB2nxLQsGJuN6A,2,3,3,5,5,75000,0.3,07:00,22:00,1,420,1320,0,0,15.0,1,2,0,0,2,75000.0,-0.7,1.0,1.0
u2,10,3.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,IKEA Restaurant Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/F5zXK9v3wiAnuPmaA,4,3,4,4,4,75000,1.6,10:00,21:30,1,600,1290,0,0,11.5,3,2,-1,-1,3,75000.0,0.6000000000000001,1.0,1.0
u2,6,2.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,Lumino Cafe - Foresta BSD Tangerang,BSD,Cafe,https://maps.app.goo.gl/ruiUL5q6Yh5oS4eQ7,3,3,4,4,4,60000,10.6,09:00,22:00,1,540,1320,0,0,13.0,2,2,-1,-1,3,60000.0,9.6,1.0,1.0
u2,9,3.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,Titik Koma Gading Serpong,Gading Serpong,Cafe,https://maps.app.goo.gl/umiqKuHvaaQYLDxs9,2,4,4,5,5,45000,7.6,07:00,21:00,1,420,1260,0,0,14.0,1,3,0,0,3,45000.0,6.6,1.0,1.0
u2,22,2.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,Yoshinoya Binus Alam Sutera,BINUS Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/kedUkijfm8WKciLh8,3,3,4,1,2,50000,0.0,08:00,17:45,0,480,1065,0,0,9.75,2,2,-4,-3,3,50000.0,-1.0,0.0,1.0
u2,26,2.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,FÜTOPIA - Mall Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/dpGhcckKFX2UCR8aA?g_st=ac,3,3,4,2,3,50000,0.7,10:00,22:00,1,600,1320,0,0,12.0,2,2,-3,-2,3,50000.0,-0.30000000000000004,1.0,1.0
u2,30,3.0,b,1,Solo study,1,1,1,5,5,1,1.0,No Preference,Yes,1,0,0.0,0,1,0,1.0,Mixue Mall @ Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/ARBbM9LDWC7co3a37,3,3,4,1,2,20000,0.7,10:00,22:00,1,600,1320,0,0,12.0,2,2,-4,-3,3,20000.0,-0.30000000000000004,1.0,1.0
u3,1,1.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,LKC Discussion Room,BINUS Alam Sutera,Campus Space,https://maps.app.goo.gl/CRkRgCxV6U5izVxt5,1,1,8,3,5,0,0.0,09:00,17:00,0,540,1020,0,0,8.0,-2,-2,-1,1,4,-75000.0,-3.0,1.0,1.0
u3,3,4.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,McDonald's Downtown Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/AgJAKPBdUYqTKXSR6,4,3,4,4,3,60000,1.3,00:00,23:59,1,0,1439,1,0,24.0,1,0,0,-1,0,-15000.0,-1.7,0.0,1.0
u3,20,5.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/SU1XB2nxLQsGJuN6A,2,3,3,5,5,75000,0.3,07:00,22:00,1,420,1320,0,0,15.0,-1,0,1,1,-1,0.0,-2.7,0.0,1.0
u3,35,1.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,Two Stories Resto & Lounge,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/FTQGbdiW11xiM9qK9,3,3,4,3,4,150000,2.2,10:00,23:59,1,600,1439,0,0,13.983333333333333,0,0,-1,0,0,75000.0,-0.7999999999999998,0.0,1.0
u3,10,5.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,IKEA Restaurant Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/F5zXK9v3wiAnuPmaA,4,3,4,4,4,75000,1.6,10:00,21:30,1,600,1290,0,0,11.5,1,0,0,0,0,0.0,-1.4,0.0,1.0
u3,8,3.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,Kopi Nako BSD,BSD,Cafe,https://maps.app.goo.gl/Ao1G8nGwgsjMbugz5,4,5,4,5,5,60000,14.0,00:00,23:59,1,0,1439,1,0,24.0,1,2,1,1,0,-15000.0,11.0,0.0,1.0
u3,13,2.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,Valioso x Picco Gelato,Karawaci,Cafe,https://maps.app.goo.gl/PjcSkT9KHRU7ozjcA,2,2,4,5,5,70000,12.0,07:00,22:00,1,420,1320,0,0,15.0,-1,-1,1,1,0,-5000.0,9.0,0.0,1.0
u3,14,2.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,Kebon Kita Space | Coffee & Eatery Serpong Tangerang,Gading Serpong,Outdoor,https://maps.app.goo.gl/4FWShmZDoS92niv5A,3,2,6,3,4,70000,9.0,07:00,23:00,1,420,1380,0,0,16.0,0,-1,-1,0,2,-5000.0,6.0,0.0,1.0
u3,23,3.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,KFC Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/A8kX7B7r8Pa12jxU8,3,2,4,1,2,50000,2.5,08:00,23:00,1,480,1380,0,0,15.0,0,-1,-3,-2,0,-25000.0,-0.5,0.0,1.0
u3,28,4.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,Coarse & Fine,Alam Sutera,Cafe,https://maps.app.goo.gl/5vP2qeWb2C7o27uq5?g_st=ac,2,2,4,3,3,90000,2.6,08:00,18:00,1,480,1080,0,0,10.0,-1,-1,-1,-1,0,15000.0,-0.3999999999999999,0.0,1.0
u3,33,3.0,c,4,Group assignment / discussion,4,3,3,4,4,4,3.0,Afternoon,No,3-4,"75,000",75000.0,0,3,0,0.0,Coffee Melantjong,Alam Sutera,Cafe,https://maps.app.goo.gl/9SPrHmeYzRc7ZbQY6?g_st=ac,3,3,4,3,1,60000,2.6,07:00,22:00,1,420,1320,0,0,15.0,0,0,-1,-3,0,-15000.0,-0.3999999999999999,0.0,1.0
u4,1,5.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,LKC Discussion Room,BINUS Alam Sutera,Campus Space,https://maps.app.goo.gl/CRkRgCxV6U5izVxt5,1,1,8,3,5,0,0.0,09:00,17:00,0,540,1020,0,0,8.0,-2,-3,-2,2,4,-50000.0,-20.0,0.0,1.0
u4,3,5.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,McDonald's Downtown Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/AgJAKPBdUYqTKXSR6,4,3,4,4,3,60000,1.3,00:00,23:59,1,0,1439,1,0,24.0,1,-1,-1,0,0,10000.0,-18.7,1.0,1.0
u4,20,3.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/SU1XB2nxLQsGJuN6A,2,3,3,5,5,75000,0.3,07:00,22:00,1,420,1320,0,0,15.0,-1,-1,0,2,-1,25000.0,-19.7,1.0,1.0
u4,10,5.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,IKEA Restaurant Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/F5zXK9v3wiAnuPmaA,4,3,4,4,4,75000,1.6,10:00,21:30,1,600,1290,0,0,11.5,1,-1,-1,1,0,25000.0,-18.4,1.0,1.0
u4,16,3.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,Kafe Pedekar Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/3TGZE5QhWnuXfB3u6?g_st=ac,3,3,4,5,5,50000,4.4,10:00,03:00,1,600,180,0,1,17.0,0,-1,0,2,0,0.0,-15.6,1.0,1.0
u4,19,3.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,Good Friends Bistro & Cafe Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/VkhbcUwuLJcMgmyV7?g_st=ac,2,2,4,5,5,75000,0.3,08:00,22:00,1,480,1320,0,0,14.0,-1,-2,0,2,0,25000.0,-19.7,1.0,1.0
u4,24,4.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,1/15 Coffee Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/dkXVdXBFuCkT1VD7A?g_st=ac,3,4,4,5,3,75000,1.6,07:00,21:00,1,420,1260,0,0,14.0,0,0,0,0,0,25000.0,-18.4,1.0,1.0
u4,27,2.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,Solaria - Mall @ Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/xfuBB5EQpH4ruyHGA,3,3,4,1,2,60000,0.7,10:00,22:00,1,600,1320,0,0,12.0,0,-1,-4,-1,0,10000.0,-19.3,1.0,1.0
u4,34,4.0,d,2,Exam preparation,4,3,4,5,3,4,20.0,Afternoon,Yes,3-4,"50,000",50000.0,0,Distance does not matter,1,1.0,Kopi Nako Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/mzpNHiA97wjaHvmXA,4,4,6,3,3,50000,2.2,09:00,20:00,1,540,1200,0,0,11.0,1,0,-2,0,2,0.0,-17.8,1.0,1.0
u5,1,1.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,LKC Discussion Room,BINUS Alam Sutera,Campus Space,https://maps.app.goo.gl/CRkRgCxV6U5izVxt5,1,1,8,3,5,0,0.0,09:00,17:00,0,540,1020,0,0,8.0,-1,-1,0,0,7,-100000.0,-3.0,1.0,1.0
u5,3,2.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,McDonald's Downtown Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/AgJAKPBdUYqTKXSR6,4,3,4,4,3,60000,1.3,00:00,23:59,1,0,1439,1,0,24.0,2,1,1,-2,3,-40000.0,-1.7,0.0,1.0
u5,20,4.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/SU1XB2nxLQsGJuN6A,2,3,3,5,5,75000,0.3,07:00,22:00,1,420,1320,0,0,15.0,0,1,2,0,2,-25000.0,-2.7,0.0,1.0
u5,35,3.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,Two Stories Resto & Lounge,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/FTQGbdiW11xiM9qK9,3,3,4,3,4,150000,2.2,10:00,23:59,1,600,1439,0,0,13.983333333333333,1,1,0,-1,3,50000.0,-0.7999999999999998,0.0,1.0
u5,10,4.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,IKEA Restaurant Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/F5zXK9v3wiAnuPmaA,4,3,4,4,4,75000,1.6,10:00,21:30,1,600,1290,0,0,11.5,2,1,1,-1,3,-25000.0,-1.4,0.0,1.0
u5,25,3.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,"NOB Coffee & Eatery, The Grove Alam Sutera",Alam Sutera,Cafe,https://maps.app.goo.gl/XkEb1fC6r8Zyc1oC6?g_st=ac,3,3,4,3,3,75000,2.9,08:00,22:00,1,480,1320,0,0,14.0,1,1,0,-2,3,-25000.0,-0.10000000000000009,0.0,1.0
u5,29,3.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,J.CO DONUTS & COFFEE - MALL ALAM SUTERA,Alam Sutera,Cafe,https://maps.app.goo.gl/LKtVokwDNp9tv5wy6,3,3,2,4,2,50000,0.7,10:00,22:00,1,600,1320,0,0,12.0,1,1,1,-3,1,-50000.0,-2.3,0.0,1.0
u5,32,3.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,Platon Coffee,Alam Sutera,Cafe,https://maps.app.goo.gl/njDJYns8n4GbQTn8A,3,3,4,5,5,60000,3.5,08:00,20:00,1,480,1200,0,0,12.0,1,1,2,0,3,-40000.0,0.5,0.0,1.0
u5,37,4.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,Casabrew Coffee,Alam Sutera,Cafe,https://maps.app.goo.gl/nRLuZDg2huaw6M7H9,3,3,2,4,5,50000,2.8,09:00,19:00,1,540,1140,0,0,10.0,1,1,1,0,1,-50000.0,-0.20000000000000018,0.0,1.0
u5,38,5.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,Niv Coffee,Alam Sutera,Cafe,https://maps.app.goo.gl/bp3ga88ZPfp3nD5M7?g_st=ac,2,2,4,4,3,40000,2.5,08:00,20:00,1,480,1200,0,0,12.0,0,0,1,-2,3,-60000.0,-0.5,0.0,1.0
u5,40,3.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,Unspoken Coffee,Gading Serpong,Cafe,https://maps.app.goo.gl/nzLkX3jtb7t1KFmb7?g_st=ac,3,3,2,4,5,40000,10.0,09:00,20:00,1,540,1200,0,0,11.0,1,1,1,0,1,-60000.0,7.0,0.0,1.0
u5,31,1.0,e,5,Casual study,1,2,2,3,5,1,3.0,No Preference,No,1,"100,000",100000.0,0,3,0,0.0,BINUS Alam Sutera Canteen,BINUS Alam Sutera,Campus Space,https://maps.app.goo.gl/CRkRgCxV6U5izVxt5,5,5,6,3,1,20000,0.0,07:00,19:00,0,420,1140,0,0,12.0,3,3,0,-4,5,-80000.0,-3.0,1.0,1.0
u6,1,5.0,a,3,Group assignment / discussion,4,4,4,5,3,5,3.0,No Preference,Sometimes,3-4,"25,000",25000.0,0,3,0,0.5,LKC Discussion Room,BINUS Alam Sutera,Campus Space,https://maps.app.goo.gl/CRkRgCxV6U5izVxt5,1,1,8,3,5,0,0.0,09:00,17:00,0,540,1020,0,0,8.0,-3,-3,-2,2,4,-25000.0,-3.0,0.5,1.0
u6,3,3.0,a,3,Group assignment / discussion,4,4,4,5,3,5,3.0,No Preference,Sometimes,3-4,"25,000",25000.0,0,3,0,0.5,McDonald's Downtown Alam Sutera,Alam Sutera,Restaurant / Fast Food,https://maps.app.goo.gl/AgJAKPBdUYqTKXSR6,4,3,4,4,3,60000,1.3,00:00,23:59,1,0,1439,1,0,24.0,0,-1,-1,0,0,35000.0,-1.7,0.5,1.0
u6,20,3.0,a,3,Group assignment / discussion,4,4,4,5,3,5,3.0,No Preference,Sometimes,3-4,"25,000",25000.0,0,3,0,0.5,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,Cafe,https://maps.app.goo.gl/SU1XB2nxLQsGJuN6A,2,3,3,5,5,75000,0.3,07:00,22:00,1,420,1320,0,0,15.0,-2,-1,0,2,-1,50000.0,-2.7,0.5,1.0
