user_id,rank,place_id,place_name,area,predicted_rating,average_price,distance_to_binus_km,explanation
u1,1,2,Monday Coffee Alam Sutera,Alam Sutera,4.510827998137241,40000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u1,2,19,Good Friends Bistro & Cafe Alam Sutera,Alam Sutera,4.303172425406143,75000,0.3,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u1,3,36,Jakarta Coffee House Alam Sutera,Alam Sutera,4.263637921457731,75000,2.4,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group."
u1,4,20,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,4.259258167903879,75000,0.3,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u1,5,18,ARAH Coffee Alam Sutera,Alam Sutera,4.170492090197605,50000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u2,1,1,LKC Discussion Room,BINUS Alam Sutera,4.469315300632498,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u2,2,17,LKC General Area,BINUS Alam Sutera,3.523431050519105,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u2,3,2,Monday Coffee Alam Sutera,Alam Sutera,3.0648739795875297,40000,0.5,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group."
u2,4,7,Kopi Kenangan - Alam Sutera (DT),Alam Sutera,2.86925127172932,30000,1.7,"It is 0.7 km beyond your preferred distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u2,5,11,Bignose Coffee Shop,Banjar Wijaya,2.7795678477451617,45000,3.4,"It is 2.4 km beyond your preferred distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u3,1,10,IKEA Restaurant Alam Sutera,Alam Sutera,4.373367042637696,75000,1.6,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u3,2,20,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,4.27096166143499,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity may be tight for your usual group.
u3,3,4,Coworking Space Worktren Alam Sutera,Alam Sutera,4.1174042700698275,75000,1.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u3,4,37,Casabrew Coffee,Alam Sutera,3.9863459793971465,50000,2.8,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity may be tight for your usual group.
u3,5,24,1/15 Coffee Alam Sutera,Alam Sutera,3.961030002258632,75000,1.6,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u4,1,1,LKC Discussion Room,BINUS Alam Sutera,4.441992028418766,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u4,2,17,LKC General Area,BINUS Alam Sutera,4.264339494491727,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u4,3,10,IKEA Restaurant Alam Sutera,Alam Sutera,4.251938039175608,75000,1.6,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u4,4,34,Kopi Nako Alam Sutera,Alam Sutera,4.086201733198647,50000,2.2,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u4,5,3,McDonald's Downtown Alam Sutera,Alam Sutera,4.041513906243602,60000,1.3,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u5,1,36,Jakarta Coffee House Alam Sutera,Alam Sutera,4.179348345915194,75000,2.4,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u5,2,19,Good Friends Bistro & Cafe Alam Sutera,Alam Sutera,4.113410017577135,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u5,3,2,Monday Coffee Alam Sutera,Alam Sutera,4.059535311226664,40000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u5,4,20,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,4.020840819068694,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u5,5,10,IKEA Restaurant Alam Sutera,Alam Sutera,3.90422501295855,75000,1.6,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u6,1,17,LKC General Area,BINUS Alam Sutera,4.280852872257173,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u6,2,1,LKC Discussion Room,BINUS Alam Sutera,4.267627312228051,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u6,3,2,Monday Coffee Alam Sutera,Alam Sutera,3.8716464204387044,40000,0.5,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u6,4,34,Kopi Nako Alam Sutera,Alam Sutera,3.737857587653678,50000,2.2,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u6,5,38,Niv Coffee,Alam Sutera,3.564541574600714,40000,2.5,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u7,1,20,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,4.579301290695277,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u7,2,19,Good Friends Bistro & Cafe Alam Sutera,Alam Sutera,4.576737983148833,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u7,3,2,Monday Coffee Alam Sutera,Alam Sutera,4.463942332524879,40000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u7,4,36,Jakarta Coffee House Alam Sutera,Alam Sutera,4.390164025686699,75000,2.4,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u7,5,35,Two Stories Resto & Lounge,Alam Sutera,4.248808304661441,150000,2.2,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi may be below your preferred level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group."
u8,1,10,IKEA Restaurant Alam Sutera,Alam Sutera,4.3204734197927825,75000,1.6,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity may be tight for your usual group.
u8,2,3,McDonald's Downtown Alam Sutera,Alam Sutera,3.948131777861563,60000,1.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity may be tight for your usual group.
u8,3,1,LKC Discussion Room,BINUS Alam Sutera,3.938539880701546,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u8,4,34,Kopi Nako Alam Sutera,Alam Sutera,3.900580788044106,50000,2.2,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u8,5,26,FÜTOPIA - Mall Alam Sutera,Alam Sutera,3.8721631080823546,50000,0.7,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity may be tight for your usual group.
u9,1,1,LKC Discussion Room,BINUS Alam Sutera,4.533933666551278,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u9,2,17,LKC General Area,BINUS Alam Sutera,3.5086296113762465,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u9,3,38,Niv Coffee,Alam Sutera,2.9373581917396865,40000,2.5,"It is 1.5 km beyond your preferred distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group."
u9,4,2,Monday Coffee Alam Sutera,Alam Sutera,2.9039018367851868,40000,0.5,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u9,5,7,Kopi Kenangan - Alam Sutera (DT),Alam Sutera,2.7828563628184826,30000,1.7,"It is 0.7 km beyond your preferred distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u10,1,1,LKC Discussion Room,BINUS Alam Sutera,4.549337485222574,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u10,2,20,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,4.489797803483488,75000,0.3,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u10,3,2,Monday Coffee Alam Sutera,Alam Sutera,4.448343205641606,40000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u10,4,19,Good Friends Bistro & Cafe Alam Sutera,Alam Sutera,4.3835644811709775,75000,0.3,"It is within your preferred travel distance. It is more expensive than your usual spending comfort, so consider the facility tradeoff. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group."
u10,5,40,Unspoken Coffee,Gading Serpong,4.287049887632489,40000,10.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u11,1,2,Monday Coffee Alam Sutera,Alam Sutera,4.355753138987384,40000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u11,2,36,Jakarta Coffee House Alam Sutera,Alam Sutera,4.2999090123107,75000,2.4,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u11,3,19,Good Friends Bistro & Cafe Alam Sutera,Alam Sutera,4.202516650911482,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u11,4,1,LKC Discussion Room,BINUS Alam Sutera,4.010448709175093,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u11,5,13,Valioso x Picco Gelato,Karawaci,3.978833384441046,70000,12.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u12,1,20,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,4.496198366810762,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u12,2,19,Good Friends Bistro & Cafe Alam Sutera,Alam Sutera,4.432419516176088,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u12,3,2,Monday Coffee Alam Sutera,Alam Sutera,4.419655057759338,40000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u12,4,36,Jakarta Coffee House Alam Sutera,Alam Sutera,4.1884773027105,75000,2.4,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u12,5,18,ARAH Coffee Alam Sutera,Alam Sutera,4.132879001726485,50000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u13,1,10,IKEA Restaurant Alam Sutera,Alam Sutera,4.339724055293118,75000,1.6,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity may be tight for your usual group.
u13,2,1,LKC Discussion Room,BINUS Alam Sutera,4.16712447335075,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u13,3,17,LKC General Area,BINUS Alam Sutera,4.058720497266114,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity may be tight for your usual group.
u13,4,14,Kebon Kita Space | Coffee & Eatery Serpong Tangerang,Gading Serpong,4.03665118471646,70000,9.0,It is 2.0 km beyond your preferred distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u13,5,34,Kopi Nako Alam Sutera,Alam Sutera,4.031373124851514,50000,2.2,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u14,1,18,ARAH Coffee Alam Sutera,Alam Sutera,3.9136013504853184,50000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u14,2,2,Monday Coffee Alam Sutera,Alam Sutera,3.855882919102665,40000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u14,3,34,Kopi Nako Alam Sutera,Alam Sutera,3.769887282199365,50000,2.2,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u14,4,17,LKC General Area,BINUS Alam Sutera,3.7546293229394063,0,0.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u14,5,38,Niv Coffee,Alam Sutera,3.662736770979406,40000,2.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u15,1,20,Starbucks DT Pacific Garden Alam Sutera,Alam Sutera,4.578079442060143,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u15,2,19,Good Friends Bistro & Cafe Alam Sutera,Alam Sutera,4.556693417435707,75000,0.3,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
u15,3,2,Monday Coffee Alam Sutera,Alam Sutera,4.489972613844579,40000,0.5,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u15,4,36,Jakarta Coffee House Alam Sutera,Alam Sutera,4.394716404728757,75000,2.4,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi may be below your preferred level. Power outlets may be limited for your stated preference. Its table capacity can accommodate your usual group.
u15,5,13,Valioso x Picco Gelato,Karawaci,4.287325975146513,70000,12.0,It is within your preferred travel distance. Its average price is within your spending comfort. Its Wi-Fi quality meets your stated importance level. Power outlet availability matches your preference. Its table capacity can accommodate your usual group.
